sentimento;palabra
anticipacion;brillante
alegria;brillante
positivo;brillante
confianza;brillante
enfado;azufre
miedo;azufre
negativo;azufre
negativo;cerda
anticipacion;costado
negativo;costado
positivo;brocado
enfado;asar
negativo;asar
miedo;rompió
negativo;rompió
tristeza;rompió
enfado;roto
miedo;roto
negativo;roto
tristeza;roto
desagrado;burdel
negativo;burdel
positivo;hermano
confianza;hermano
positivo;fraternidad
confianza;fraternidad
anticipacion;fraternal
alegria;fraternal
positivo;fraternal
confianza;fraternal
anticipacion;moretón
negativo;moretón
enfado;esfuerzo
negativo;esfuerzo
enfado;brutal
miedo;brutal
negativo;brutal
enfado;brutalidad
miedo;brutalidad
negativo;brutalidad
enfado;bruto
miedo;bruto
negativo;bruto
tristeza;bruto
miedo;dólar
negativo;dólar
positivo;dólar
sorpresa;dólar
anticipacion;compañero
alegria;compañero
positivo;compañero
confianza;compañero
confianza;presupuesto
enfado;buffet
negativo;buffet
desagrado;insecto
miedo;insecto
negativo;insecto
enfado;pesadilla
miedo;pesadilla
negativo;pesadilla
tristeza;pesadilla
anticipacion;bugle
positivo;construir
positivo;edificio
negativo;bulboso
positivo;buldog
positivo;a prueba de balas
enfado;matón
miedo;matón
negativo;matón
desagrado;culo
negativo;culo
tristeza;culo
enfado;gorrón
desagrado;gorrón
negativo;gorrón
miedo;búnker
positivo;boya
miedo;gravoso
negativo;gravoso
tristeza;gravoso
negativo;burocracia
confianza;burocracia
desagrado;burócrata
negativo;burócrata
desagrado;ladrón
miedo;ladrón
negativo;ladrón
negativo;robo
enfado;entierro
miedo;entierro
negativo;entierro
tristeza;entierro
miedo;enterrado
negativo;enterrado
tristeza;enterrado
enfado;Burke
desagrado;Burke
miedo;Burke
negativo;Burke
tristeza;Burke
sorpresa;burlesco
desagrado;quemado
negativo;quemado
confianza;beca
tristeza;enterrar
alegria;autobuses
positivo;autobuses
enfado;Arrestado
miedo;Arrestado
negativo;Arrestado
enfado;Carnicero
desagrado;Carnicero
miedo;Carnicero
negativo;Carnicero
positivo;mayordomo
confianza;mayordomo
negativo;extremo
positivo;mantecoso
positivo;exuberante
anticipacion;zumbido
miedo;zumbido
positivo;zumbido
negativo;zumbó
anticipacion;adiós
confianza;por ley
positivo;taxi
miedo;cábala
negativo;cábala
positivo;gabinete
confianza;gabinete
sorpresa;cable
enfado;cacofonía
desagrado;cacofonía
negativo;cacofonía
enfado;canalla
desagrado;canalla
negativo;canalla
desagrado;cadáver
miedo;cadáver
negativo;cadáver
tristeza;cadáver
sorpresa;cadáver
positivo;cafetería
negativo;jaula
tristeza;jaula
tristeza;calamidad
negativo;calculador
anticipacion;cálculo
positivo;calculadora
confianza;calculadora
alegria;becerro
positivo;becerro
confianza;becerro
enfado;calloso
desagrado;calloso
negativo;calloso
anticipacion;llamadas
negativo;llamadas
confianza;llamadas
positivo;calma
sorpresa;camuflaje
sorpresa;camuflado
enfado;haciendo campaña
miedo;haciendo campaña
negativo;haciendo campaña
positivo;canario
negativo;cancelar
tristeza;cancelar
enfado;cáncer
desagrado;cáncer
miedo;cáncer
negativo;cáncer
tristeza;cáncer
anticipacion;sincero
alegria;sincero
positivo;sincero
sorpresa;sincero
confianza;sincero
positivo;candidato
positivo;azucarado
enfado;caña
miedo;caña
enfado;llaga gangrenosa
desagrado;llaga gangrenosa
negativo;llaga gangrenosa
desagrado;caníbal
miedo;caníbal
negativo;caníbal
desagrado;canibalismo
negativo;canibalismo
enfado;cañón
miedo;cañón
negativo;cañón
confianza;cánones
anticipacion;gorra
confianza;gorra
positivo;capitalista
positivo;capitán
anticipacion;cautivar
alegria;cautivar
positivo;cautivar
sorpresa;cautivar
confianza;cautivar
positivo;cautivador
miedo;cautivo
negativo;cautivo
tristeza;cautivo
negativo;cautiverio
tristeza;cautiverio
miedo;apresador
negativo;apresador
negativo;capturar
desagrado;cuerpo
miedo;cuerpo
negativo;cuerpo
tristeza;cuerpo
miedo;carcinoma
negativo;carcinoma
tristeza;carcinoma
miedo;cardiomiopatía
negativo;cardiomiopatía
tristeza;cardiomiopatía
anticipacion;carrera
positivo;carrera
positivo;Cuidado
positivo;cuidadosamente
enfado;descuido
desagrado;descuido
negativo;descuido
positivo;caricia
positivo;vigilante
confianza;vigilante
negativo;caricatura
desagrado;caries
negativo;caries
enfado;carnicería
desagrado;carnicería
miedo;carnicería
negativo;carnicería
tristeza;carnicería
sorpresa;carnicería
negativo;carnal
miedo;carnívoro
negativo;carnívoro
alegria;villancico
positivo;villancico
confianza;villancico
negativo;cartel
miedo;cartucho
positivo;cascada
miedo;caso
negativo;caso
tristeza;caso
enfado;efectivo
anticipacion;efectivo
miedo;efectivo
alegria;efectivo
positivo;efectivo
confianza;efectivo
confianza;cajero
miedo;ataúd
negativo;ataúd
tristeza;ataúd
negativo;casta
enfado;víctima
miedo;víctima
negativo;víctima
tristeza;víctima
anticipacion;catarata
miedo;catarata
negativo;catarata
tristeza;catarata
enfado;catástrofe
desagrado;catástrofe
miedo;catástrofe
negativo;catástrofe
tristeza;catástrofe
sorpresa;catástrofe
sorpresa;captura
desagrado;catecismo
positivo;categórico
positivo;abastecer
positivo;catártico
alegria;catedral
positivo;catedral
confianza;catedral
negativo;catéter
enfado;precaución
anticipacion;precaución
miedo;precaución
negativo;precaución
miedo;amonestado
anticipacion;cauteloso
miedo;cauteloso
positivo;cauteloso
confianza;cauteloso
miedo;cautelosamente
positivo;cautelosamente
negativo;cede
anticipacion;celebrado
alegria;celebrado
positivo;celebrado
anticipacion;celebrando
alegria;celebrando
positivo;celebrando
anticipacion;celebracion
alegria;celebracion
positivo;celebracion
sorpresa;celebracion
confianza;celebracion
enfado;celebridad
anticipacion;celebridad
desagrado;celebridad
alegria;celebridad
negativo;celebridad
positivo;celebridad
sorpresa;celebridad
confianza;celebridad
anticipacion;celestial
alegria;celestial
positivo;celestial
anticipacion;cemento
confianza;cemento
miedo;cementerio
negativo;cementerio
tristeza;cementerio
enfado;censurar
desagrado;censurar
miedo;censurar
negativo;censurar
confianza;censurar
negativo;censura
positivo;centrar
confianza;centrar
positivo;centurion
positivo;cerebral
alegria;ceremonia
positivo;ceremonia
sorpresa;ceremonia
positivo;certeza
confianza;certificar
desagrado;impuesto
negativo;impuesto
negativo;cesación
enfado;paja
miedo;paja
negativo;paja
negativo;excoriación
desagrado;desagradoo
negativo;desagradoo
tristeza;desagradoo
positivo;presidente
confianza;presidente
positivo;presidenta
confianza;presidenta
enfado;desafío
miedo;desafío
negativo;desafío
anticipacion;campeón
alegria;campeón
positivo;campeón
confianza;campeón
sorpresa;oportunidad
confianza;canciller
miedo;cambio
anticipacion;cambiable
sorpresa;cambiable
enfado;cantar
anticipacion;cantar
alegria;cantar
positivo;cantar
sorpresa;cantar
enfado;caos
miedo;caos
negativo;caos
tristeza;caos
enfado;caótico
negativo;caótico
confianza;capellán
negativo;farsa
miedo;cobrable
negativo;cobrable
tristeza;cobrable
positivo;cargador
anticipacion;Caritativo
alegria;Caritativo
positivo;Caritativo
confianza;Caritativo
alegria;caridad
positivo;caridad
positivo;encanto
alegria;Encantado
negativo;Encantado
positivo;Encantado
positivo;encantador
confianza;gráfico
negativo;persecución
miedo;abismo
negativo;castigo
anticipacion;castidad
positivo;castidad
confianza;castidad
positivo;parloteo
negativo;hablador
negativo;barato
enfado;engañar
desagrado;engañar
negativo;engañar
positivo;Lista de Verificación
confianza;Lista de Verificación
anticipacion;animar
alegria;animar
positivo;animar
sorpresa;animar
confianza;animar
alegria;alegre
positivo;alegre
sorpresa;alegre
anticipacion;alegría
alegria;alegría
positivo;alegría
confianza;alegría
alegria;aplausos
positivo;aplausos
anticipacion;alegre
alegria;alegre
positivo;alegre
negativo;tarta de queso
positivo;químico
confianza;químico
anticipacion;apreciar
alegria;apreciar
positivo;apreciar
sorpresa;apreciar
confianza;apreciar
positivo;Cereza
anticipacion;crítica
negativo;crítica
sorpresa;crítica
confianza;crítica
miedo;pollo
positivo;jefe
anticipacion;niño
alegria;niño
positivo;niño
alegria;infancia
positivo;infancia
negativo;infantil
negativo;frío
miedo;quimera
sorpresa;quimera
alegria;chirrido
positivo;chirrido
positivo;cincel
positivo;caballería
negativo;cloroformo
anticipacion;chocolate
alegria;chocolate
positivo;chocolate
confianza;chocolate
positivo;elección
alegria;coro
positivo;coro
confianza;coro
enfado;ahogo
negativo;ahogo
tristeza;ahogo
desagrado;cólera
miedo;cólera
negativo;cólera
tristeza;cólera
negativo;picar
alegria;coral
positivo;coral
negativo;faena
positivo;coro
positivo;elegido
positivo;sopa de pescado
negativo;crónico
tristeza;crónico
positivo;crónica
confianza;crónica
anticipacion;risita
alegria;risita
positivo;risita
sorpresa;risita
confianza;risita
anticipacion;Iglesia
alegria;Iglesia
positivo;Iglesia
confianza;Iglesia
positivo;sidra
negativo;cigarrillo
positivo;circuncisión
negativo;burla
positivo;burla
positivo;ciudadano
positivo;civil
positivo;civilidad
positivo;civilización
confianza;civilización
alegria;civilizado
positivo;civilizado
confianza;civilizado
enfado;demandante
desagrado;demandante
positivo;clarividente
enfado;clamor
anticipacion;clamor
desagrado;clamor
negativo;clamor
sorpresa;clamor
confianza;clan
anticipacion;aplaudir
alegria;aplaudir
positivo;aplaudir
confianza;aplaudir
positivo;aclarar
enfado;choque
negativo;choque
enfado;chocando
miedo;chocando
negativo;chocando
positivo;clásico
positivo;clásico
alegria;clásicos
positivo;clásicos
positivo;clasificar
enfado;garra
miedo;garra
negativo;garra
alegria;limpiar
positivo;limpiar
confianza;limpiar
positivo;limpieza
positivo;limpieza
positivo;limpiamente
positivo;limpiar
positivo;limpieza
positivo;despeje
confianza;despeje
positivo;claridad
miedo;adherirse
positivo;clerical
confianza;clerical
positivo;inteligente
positivo;astucia
miedo;acantilado
anticipacion;clímax
alegria;clímax
positivo;clímax
sorpresa;clímax
confianza;clímax
anticipacion;reloj
negativo;claustro
alegria;cercanía
positivo;cercanía
confianza;cercanía
anticipacion;cierre
alegria;cierre
positivo;cierre
tristeza;cierre
positivo;vestir
negativo;nublado
tristeza;nublado
miedo;abundancia de nubes
negativo;abundancia de nubes
tristeza;nublado
anticipacion;payaso
alegria;payaso
positivo;payaso
sorpresa;payaso
anticipacion;pista
negativo;grupo
desagrado;torpe
negativo;torpe
confianza;entrenador
confianza;juntarse
positivo;coalición
positivo;costa
confianza;engatusar
miedo;cobra
negativo;cocaína
tristeza;cocaína
enfado;obligar
desagrado;obligar
miedo;obligar
negativo;obligar
enfado;coerción
desagrado;coerción
miedo;coerción
negativo;coerción
tristeza;coerción
positivo;coexistir
confianza;coexistir
confianza;coexistiendo
miedo;ataúd
negativo;ataúd
tristeza;ataúd
positivo;convincente
confianza;convincente
positivo;cognitivo
positivo;coherencia
positivo;coherente
confianza;cohesión
positivo;cohesivo
confianza;cohesivo
sorpresa;coincidencia
negativo;frío
negativo;fríamente
enfado;frialdad
desagrado;frialdad
miedo;frialdad
negativo;frialdad
tristeza;frialdad
negativo;cólico
confianza;colaborador
desagrado;colapso
miedo;colapso
negativo;colapso
tristeza;colapso
confianza;colateral
positivo;colectivamente
confianza;colectivamente
enfado;colisión
negativo;colisión
enfado;colusión
desagrado;colusión
miedo;colusión
negativo;colusión
tristeza;colusión
positivo;coronel
confianza;coronel
positivo;colosal
miedo;coma
negativo;coma
tristeza;coma
miedo;comatoso
negativo;comatoso
tristeza;comatoso
enfado;combate
miedo;combate
negativo;combate
enfado;combatiente
miedo;combatiente
negativo;combatiente
enfado;combativo
miedo;combativo
negativo;combativo
anticipacion;comodidad
alegria;comodidad
positivo;comodidad
confianza;comodidad
anticipacion;viniendo
positivo;comandante
confianza;comandante
positivo;dominante
confianza;dominante
anticipacion;conmemorar
alegria;conmemorar
positivo;conmemorar
tristeza;conmemorar
anticipacion;conmemoración
alegria;conmemoración
positivo;conmemoración
anticipacion;conmemorativo
positivo;conmemorativo
positivo;elogiar
alegria;recomendable
positivo;recomendable
confianza;recomendable
positivo;comentarista
confianza;comercio
confianza;comisión
negativo;compromiso
tristeza;compromiso
positivo;comprometido
confianza;comprometido
confianza;comité
positivo;comodoro
confianza;comodoro
anticipacion;vulgar
confianza;vulgar
positivo;mancomunidad
confianza;mancomunidad
enfado;conmoción
negativo;conmoción
positivo;comunicar
confianza;comunicar
confianza;comunicación
positivo;comunicativo
alegria;comunión
positivo;comunión
confianza;comunión
enfado;comunismo
miedo;comunismo
negativo;comunismo
tristeza;comunismo
negativo;comunista
positivo;comunidad
positivo;conmutación
positivo;conmutar
confianza;compacto
alegria;compañero
positivo;compañero
confianza;compañero
confianza;Brújula
miedo;compasión
positivo;compasión
positivo;compasivo
positivo;compatibilidad
positivo;compatible
positivo;convincente
anticipacion;compensar
alegria;compensar
positivo;compensar
sorpresa;compensar
confianza;compensar
positivo;compensatorio
positivo;competencia
confianza;competencia
positivo;competencia
confianza;competencia
positivo;competente
confianza;competente
anticipacion;competencia
negativo;competencia
positivo;complacencia
enfado;quejar
negativo;quejar
tristeza;quejar
enfado;queja
negativo;queja
anticipacion;complemento
alegria;complemento
positivo;complemento
sorpresa;complemento
confianza;complemento
positivo;complementario
positivo;completamente
positivo;lo completo
anticipacion;completando
alegria;completando
positivo;completando
anticipacion;terminación
alegria;terminación
positivo;terminación
negativo;complejado
negativo;complejidad
positivo;conformidad
confianza;conformidad
positivo;obediente
enfado;complicar
negativo;complicar
negativo;Complicado
negativo;complicación
negativo;complicidad
positivo;complicidad
anticipacion;cumplido
alegria;cumplido
positivo;cumplido
sorpresa;cumplido
confianza;cumplido
positivo;compuesto
positivo;compositor
desagrado;compost
negativo;compost
positivo;calma
positivo;comprender
positivo;exhaustivo
enfado;comprimir
confianza;contralor
enfado;compulsión
negativo;compulsión
negativo;obligatorio
positivo;camarada
confianza;camarada
negativo;encubrir
tristeza;encubrir
anticipacion;ocultado
miedo;ocultado
negativo;ocultado
sorpresa;ocultado
enfado;ocultación
anticipacion;ocultación
miedo;ocultación
negativo;ocultación
negativo;presunción
negativo;engreído
positivo;concéntrico
miedo;preocupado
tristeza;preocupado
alegria;conciliación
positivo;conciliación
confianza;conciliación
positivo;concluyendo
positivo;concordia
confianza;concordia
positivo;concordancia
confianza;concordancia
enfado;concusión
negativo;concusión
tristeza;concusión
enfado;condenar
negativo;condenar
enfado;condenación
anticipacion;condenación
desagrado;condenación
miedo;condenación
negativo;condenación
tristeza;condenación
negativo;condescendiente
enfado;condescendencia
desagrado;condescendencia
negativo;condescendencia
tristeza;condescendencia
positivo;condolencia
tristeza;condolencia
positivo;condonar
positivo;conducente
positivo;conductividad
positivo;confederado
confianza;confederado
negativo;confesar
positivo;confesar
confianza;confesar
anticipacion;confesión
miedo;confesión
negativo;confesión
tristeza;confesión
sorpresa;confesión
miedo;confesional
confianza;confesional
confianza;confiar
miedo;confianza
alegria;confianza
positivo;confianza
confianza;confianza
alegria;confidente
positivo;confidente
confianza;confidente
confianza;confidencial
confianza;confidencialmente
enfado;confinar
miedo;confinar
negativo;confinar
tristeza;confinar
enfado;confinado
desagrado;confinado
miedo;confinado
negativo;confinado
tristeza;confinado
enfado;confinamiento
miedo;confinamiento
negativo;confinamiento
tristeza;confinamiento
confianza;confirmación
positivo;confirmado
confianza;confirmado
enfado;confiscar
negativo;confiscar
tristeza;confiscar
negativo;confiscación
enfado;conflagración
miedo;conflagración
negativo;conflagración
enfado;conflicto
miedo;conflicto
negativo;conflicto
tristeza;conflicto
negativo;contradictorio
positivo;conformidad
confianza;conformidad
negativo;confundir
negativo;aturdido
enfado;confrontar
negativo;confundir
enfado;confusión
miedo;confusión
negativo;confusión
positivo;agradable
negativo;congestión
confianza;conglomerado
alegria;congratulatorio
positivo;congratulatorio
positivo;congregación
confianza;congregación
desagrado;congreso
confianza;congreso
confianza;congresista
positivo;congruencia
confianza;congruencia
