Sentimientos;word
desagrado;burdel
negativo;burdel
positivo;hermano
confianza;hermano
positivo;fraternidad
confianza;fraternidad
anticipacion;fraternal
alegría;fraternal
positivo;fraternal
confianza;fraternal
anticipacion;moretón
negativo;moretón
ira;esfuerzo
negativo;esfuerzo
ira;brutal
miedo;brutal
negativo;brutal
ira;brutalidad
miedo;brutalidad
negativo;brutalidad
ira;bruto
miedo;bruto
negativo;bruto
tristeza;bruto
miedo;dólar
negativo;dólar
positivo;dólar
sorpresa;dólar
anticipacion;compañero
alegría;compañero
positivo;compañero
confianza;compañero
confianza;presupuesto
ira;buffet
negativo;buffet
desagrado;insecto
miedo;insecto
negativo;insecto
ira;pesadilla
miedo;pesadilla
negativo;pesadilla
tristeza;pesadilla
anticipacion;bugle
positivo;construir
positivo;edificio
negativo;bulboso
positivo;buldog
positivo;a prueba de balas
ira;matón
miedo;matón
negativo;matón
desagrado;culo
negativo;culo
tristeza;culo
ira;gorrón
desagrado;gorrón
negativo;gorrón
miedo;búnker
positivo;boya
miedo;gravoso
negativo;gravoso
tristeza;gravoso
negativo;burocracia
confianza;burocracia
desagrado;burócrata
negativo;burócrata
desagrado;ladrón
miedo;ladrón
negativo;ladrón
negativo;robo
ira;entierro
miedo;entierro
negativo;entierro
tristeza;entierro
miedo;enterrado
negativo;enterrado
tristeza;enterrado
ira;Burke
desagrado;Burke
miedo;Burke
negativo;Burke
tristeza;Burke
sorpresa;burlesco
desagrado;quemado
negativo;quemado
confianza;beca
tristeza;enterrar
alegría;autobuses
positivo;autobuses
ira;Arrestado
miedo;Arrestado
negativo;Arrestado
ira;Carnicero
desagrado;Carnicero
miedo;Carnicero
negativo;Carnicero
positivo;mayordomo
confianza;mayordomo
negativo;extremo
positivo;mantecoso
positivo;exuberante
anticipacion;zumbido
miedo;zumbido
positivo;zumbido
negativo;zumbó
anticipacion;adiós
confianza;por ley
positivo;taxi
miedo;cábala
negativo;cábala
positivo;gabinete
confianza;gabinete
sorpresa;cable
ira;cacofonía
desagrado;cacofonía
negativo;cacofonía
ira;canalla
desagrado;canalla
negativo;canalla
desagrado;cadáver
miedo;cadáver
negativo;cadáver
tristeza;cadáver
sorpresa;cadáver
positivo;cafetería
negativo;jaula
tristeza;jaula
tristeza;calamidad
negativo;calculador
anticipacion;cálculo
positivo;calculadora
confianza;calculadora
alegría;becerro
positivo;becerro
confianza;becerro
ira;calloso
desagrado;calloso
negativo;calloso
anticipacion;llamadas
negativo;llamadas
confianza;llamadas
positivo;calma
sorpresa;camuflaje
sorpresa;camuflado
ira;haciendo campaña
miedo;haciendo campaña
negativo;haciendo campaña
positivo;canario
negativo;cancelar
tristeza;cancelar
ira;cáncer
desagrado;cáncer
miedo;cáncer
negativo;cáncer
tristeza;cáncer
anticipacion;sincero
alegría;sincero
positivo;sincero
sorpresa;sincero
confianza;sincero
positivo;candidato
positivo;azucarado
ira;caña
miedo;caña
ira;llaga gangrenosa
desagrado;llaga gangrenosa
negativo;llaga gangrenosa
desagrado;caníbal
miedo;caníbal
negativo;caníbal
desagrado;canibalismo
negativo;canibalismo
ira;cañón
miedo;cañón
negativo;cañón
confianza;cánones
anticipacion;gorra
confianza;gorra
positivo;capitalista
positivo;capitán
anticipacion;cautivar
alegría;cautivar
positivo;cautivar
sorpresa;cautivar
confianza;cautivar
positivo;cautivador
miedo;cautivo
negativo;cautivo
tristeza;cautivo
negativo;cautiverio
tristeza;cautiverio
miedo;apresador
negativo;apresador
negativo;capturar
desagrado;cuerpo
miedo;cuerpo
negativo;cuerpo
tristeza;cuerpo
miedo;carcinoma
negativo;carcinoma
tristeza;carcinoma
miedo;cardiomiopatía
negativo;cardiomiopatía
tristeza;cardiomiopatía
anticipacion;carrera
positivo;carrera
positivo;Cuidado
positivo;cuidadosamente
ira;descuido
desagrado;descuido
negativo;descuido
positivo;caricia
positivo;vigilante
confianza;vigilante
negativo;caricatura
desagrado;caries
negativo;caries
ira;carnicería
desagrado;carnicería
miedo;carnicería
negativo;carnicería
tristeza;carnicería
sorpresa;carnicería
negativo;carnal
miedo;carnívoro
negativo;carnívoro
alegría;villancico
positivo;villancico
confianza;villancico
negativo;cartel
miedo;cartucho
positivo;cascada
miedo;caso
negativo;caso
tristeza;caso
ira;efectivo
anticipacion;efectivo
miedo;efectivo
alegría;efectivo
positivo;efectivo
confianza;efectivo
confianza;cajero
miedo;ataúd
negativo;ataúd
tristeza;ataúd
negativo;casta
ira;víctima
miedo;víctima
negativo;víctima
tristeza;víctima
anticipacion;catarata
miedo;catarata
negativo;catarata
tristeza;catarata
ira;catástrofe
desagrado;catástrofe
miedo;catástrofe
negativo;catástrofe
tristeza;catástrofe
sorpresa;catástrofe
sorpresa;captura
desagrado;catecismo
positivo;categórico
positivo;abastecer
positivo;catártico
alegría;catedral
positivo;catedral
confianza;catedral
negativo;catéter
ira;precaución
anticipacion;precaución
miedo;precaución
negativo;precaución
miedo;amonestado
anticipacion;cauteloso
miedo;cauteloso
positivo;cauteloso
confianza;cauteloso
miedo;cautelosamente
positivo;cautelosamente
negativo;cede
anticipacion;celebrado
alegría;celebrado
positivo;celebrado
anticipacion;celebrando
alegría;celebrando
positivo;celebrando
anticipacion;celebracion
alegría;celebracion
positivo;celebracion
sorpresa;celebracion
confianza;celebracion
ira;celebridad
anticipacion;celebridad
desagrado;celebridad
alegría;celebridad
negativo;celebridad
positivo;celebridad
sorpresa;celebridad
confianza;celebridad
anticipacion;celestial
alegría;celestial
positivo;celestial
anticipacion;cemento
confianza;cemento
miedo;cementerio
negativo;cementerio
tristeza;cementerio
ira;censurar
desagrado;censurar
miedo;censurar
negativo;censurar
confianza;censurar
negativo;censura
positivo;centrar
confianza;centrar
positivo;centurion
positivo;cerebral
alegría;ceremonia
positivo;ceremonia
sorpresa;ceremonia
positivo;certeza
confianza;certificar
desagrado;impuesto
negativo;impuesto
negativo;cesación
ira;paja
miedo;paja
negativo;paja
negativo;excoriación
desagrado;desagradoo
negativo;desagradoo
tristeza;desagradoo
positivo;presidente
confianza;presidente
positivo;presidenta
confianza;presidenta
ira;desafío
miedo;desafío
negativo;desafío
anticipacion;campeón
alegría;campeón
positivo;campeón
confianza;campeón
sorpresa;oportunidad
confianza;canciller
miedo;cambio
anticipacion;cambiable
sorpresa;cambiable
ira;cantar
anticipacion;cantar
alegría;cantar
positivo;cantar
sorpresa;cantar
ira;caos
miedo;caos
negativo;caos
tristeza;caos
ira;caótico
negativo;caótico
confianza;capellán
negativo;farsa
miedo;cobrable
negativo;cobrable
tristeza;cobrable
positivo;cargador
anticipacion;Caritativo
alegría;Caritativo
positivo;Caritativo
confianza;Caritativo
alegría;caridad
positivo;caridad
positivo;encanto
alegría;Encantado
negativo;Encantado
positivo;Encantado
positivo;encantador
confianza;gráfico
negativo;persecución
miedo;abismo
negativo;castigo
anticipacion;castidad
positivo;castidad
confianza;castidad
positivo;parloteo
negativo;hablador
negativo;barato
ira;engañar
desagrado;engañar
negativo;engañar
positivo;Lista de Verificación
confianza;Lista de Verificación
anticipacion;animar
alegría;animar
positivo;animar
sorpresa;animar
confianza;animar
alegría;alegre
positivo;alegre
sorpresa;alegre
anticipacion;alegría
alegría;alegría
positivo;alegría
confianza;alegría
alegría;aplausos
positivo;aplausos
anticipacion;alegre
alegría;alegre
positivo;alegre
negativo;tarta de queso
positivo;químico
confianza;químico
anticipacion;apreciar
alegría;apreciar
positivo;apreciar
sorpresa;apreciar
confianza;apreciar
positivo;Cereza
anticipacion;crítica
negativo;crítica
sorpresa;crítica
confianza;crítica
miedo;pollo
positivo;jefe
anticipacion;niño
alegría;niño
positivo;niño
alegría;infancia
positivo;infancia
negativo;infantil
negativo;frío
miedo;quimera
sorpresa;quimera
alegría;chirrido
positivo;chirrido
positivo;cincel
positivo;caballería
negativo;cloroformo
anticipacion;chocolate
alegría;chocolate
positivo;chocolate
confianza;chocolate
positivo;elección
alegría;coro
positivo;coro
confianza;coro
ira;ahogo
negativo;ahogo
tristeza;ahogo
desagrado;cólera
miedo;cólera
negativo;cólera
tristeza;cólera
negativo;picar
alegría;coral
positivo;coral
negativo;faena
positivo;coro
positivo;elegido
positivo;sopa de pescado
negativo;crónico
tristeza;crónico
positivo;crónica
confianza;crónica
anticipacion;risita
alegría;risita
positivo;risita
sorpresa;risita
confianza;risita
anticipacion;Iglesia
alegría;Iglesia
positivo;Iglesia
confianza;Iglesia
positivo;sidra
negativo;cigarrillo
positivo;circuncisión
negativo;burla
positivo;burla
positivo;ciudadano
positivo;civil
positivo;civilidad
positivo;civilización
confianza;civilización
alegría;civilizado
positivo;civilizado
confianza;civilizado
ira;demandante
desagrado;demandante
positivo;clarividente
ira;clamor
anticipacion;clamor
desagrado;clamor
negativo;clamor
sorpresa;clamor
confianza;clan
anticipacion;aplaudir
alegría;aplaudir
positivo;aplaudir
confianza;aplaudir
positivo;aclarar
ira;choque
negativo;choque
ira;chocando
miedo;chocando
negativo;chocando
positivo;clásico
positivo;clásico
alegría;clásicos
positivo;clásicos
positivo;clasificar
ira;garra
miedo;garra
negativo;garra
alegría;limpiar
positivo;limpiar
confianza;limpiar
positivo;limpieza
positivo;limpieza
positivo;limpiamente
positivo;limpiar
positivo;limpieza
positivo;despeje
confianza;despeje
positivo;claridad
miedo;adherirse
positivo;clerical
confianza;clerical
positivo;inteligente
positivo;astucia
miedo;acantilado
anticipacion;clímax
alegría;clímax
positivo;clímax
sorpresa;clímax
confianza;clímax
anticipacion;reloj
negativo;claustro
alegría;cercanía
positivo;cercanía
confianza;cercanía
anticipacion;cierre
alegría;cierre
positivo;cierre
tristeza;cierre
positivo;vestir
negativo;nublado
tristeza;nublado
miedo;abundancia de nubes
negativo;abundancia de nubes
tristeza;nublado
anticipacion;payaso
alegría;payaso
positivo;payaso
sorpresa;payaso
anticipacion;pista
negativo;grupo
desagrado;torpe
negativo;torpe
confianza;entrenador
confianza;juntarse
positivo;coalición
positivo;costa
confianza;engatusar
miedo;cobra
negativo;cocaína
tristeza;cocaína
ira;obligar
desagrado;obligar
miedo;obligar
negativo;obligar
ira;coerción
desagrado;coerción
miedo;coerción
negativo;coerción
tristeza;coerción
positivo;coexistir
confianza;coexistir
confianza;coexistiendo
miedo;ataúd
negativo;ataúd
tristeza;ataúd
positivo;convincente
confianza;convincente
positivo;cognitivo
positivo;coherencia
positivo;coherente
confianza;cohesión
positivo;cohesivo
confianza;cohesivo
sorpresa;coincidencia
negativo;frío
negativo;fríamente
ira;frialdad
desagrado;frialdad
miedo;frialdad
negativo;frialdad
tristeza;frialdad
negativo;cólico
confianza;colaborador
desagrado;colapso
miedo;colapso
negativo;colapso
tristeza;colapso
confianza;colateral
positivo;colectivamente
confianza;colectivamente
ira;colisión
negativo;colisión
ira;colusión
desagrado;colusión
miedo;colusión
negativo;colusión
tristeza;colusión
positivo;coronel
confianza;coronel
positivo;colosal
miedo;coma
negativo;coma
tristeza;coma
miedo;comatoso
negativo;comatoso
tristeza;comatoso
ira;combate
miedo;combate
negativo;combate
ira;combatiente
miedo;combatiente
negativo;combatiente
ira;combativo
miedo;combativo
negativo;combativo
anticipacion;comodidad
alegría;comodidad
positivo;comodidad
confianza;comodidad
anticipacion;viniendo
positivo;comandante
confianza;comandante
positivo;dominante
confianza;dominante
anticipacion;conmemorar
alegría;conmemorar
positivo;conmemorar
tristeza;conmemorar
anticipacion;conmemoración
alegría;conmemoración
positivo;conmemoración
anticipacion;conmemorativo
positivo;conmemorativo
positivo;elogiar
alegría;recomendable
positivo;recomendable
confianza;recomendable
positivo;comentarista
confianza;comercio
confianza;comisión
negativo;compromiso
tristeza;compromiso
positivo;comprometido
confianza;comprometido
confianza;comité
positivo;comodoro
confianza;comodoro
anticipacion;vulgar
confianza;vulgar
positivo;mancomunidad
confianza;mancomunidad
ira;conmoción
negativo;conmoción
positivo;comunicar
confianza;comunicar
confianza;comunicación
positivo;comunicativo
alegría;comunión
positivo;comunión
confianza;comunión
ira;comunismo
miedo;comunismo
negativo;comunismo
tristeza;comunismo
negativo;comunista
positivo;comunidad
positivo;conmutación
positivo;conmutar
confianza;compacto
alegría;compañero
positivo;compañero
confianza;compañero
confianza;Brújula
miedo;compasión
positivo;compasión
positivo;compasivo
positivo;compatibilidad
positivo;compatible
positivo;convincente
anticipacion;compensar
alegría;compensar
positivo;compensar
sorpresa;compensar
confianza;compensar
positivo;compensatorio
positivo;competencia
confianza;competencia
positivo;competencia
confianza;competencia
positivo;competente
confianza;competente
anticipacion;competencia
negativo;competencia
positivo;complacencia
ira;quejar
negativo;quejar
tristeza;quejar
ira;queja
negativo;queja
anticipacion;complemento
alegría;complemento
positivo;complemento
sorpresa;complemento
confianza;complemento
positivo;complementario
positivo;completamente
positivo;lo completo
anticipacion;completando
alegría;completando
positivo;completando
anticipacion;terminación
alegría;terminación
positivo;terminación
negativo;complejado
negativo;complejidad
positivo;conformidad
confianza;conformidad
positivo;obediente
ira;complicar
negativo;complicar
negativo;Complicado
negativo;complicación
negativo;complicidad
positivo;complicidad
anticipacion;cumplido
alegría;cumplido
positivo;cumplido
sorpresa;cumplido
confianza;cumplido
positivo;compuesto
positivo;compositor
desagrado;compost
negativo;compost
positivo;calma
positivo;comprender
positivo;exhaustivo
ira;comprimir
confianza;contralor
ira;compulsión
negativo;compulsión
negativo;obligatorio
positivo;camarada
confianza;camarada
negativo;encubrir
tristeza;encubrir
anticipacion;ocultado
miedo;ocultado
negativo;ocultado
sorpresa;ocultado
ira;ocultación
anticipacion;ocultación
miedo;ocultación
negativo;ocultación
negativo;presunción
negativo;engreído
positivo;concéntrico
miedo;preocupado
tristeza;preocupado
alegría;conciliación
positivo;conciliación
confianza;conciliación
positivo;concluyendo
positivo;concordia
confianza;concordia
positivo;concordancia
confianza;concordancia
ira;concusión
negativo;concusión
tristeza;concusión
ira;condenar
negativo;condenar
ira;condenación
anticipacion;condenación
desagrado;condenación
miedo;condenación
negativo;condenación
tristeza;condenación
negativo;condescendiente
ira;condescendencia
desagrado;condescendencia
negativo;condescendencia
tristeza;condescendencia
positivo;condolencia
tristeza;condolencia
positivo;condonar
positivo;conducente
positivo;conductividad
positivo;confederado
confianza;confederado
negativo;confesar
positivo;confesar
confianza;confesar
anticipacion;confesión
miedo;confesión
negativo;confesión
tristeza;confesión
sorpresa;confesión
miedo;confesional
confianza;confesional
confianza;confiar
miedo;confianza
alegría;confianza
positivo;confianza
confianza;confianza
alegría;confidente
positivo;confidente
confianza;confidente
confianza;confidencial
confianza;confidencialmente
ira;confinar
miedo;confinar
negativo;confinar
tristeza;confinar
ira;confinado
desagrado;confinado
miedo;confinado
negativo;confinado
tristeza;confinado
ira;confinamiento
miedo;confinamiento
negativo;confinamiento
tristeza;confinamiento
confianza;confirmación
positivo;confirmado
confianza;confirmado
ira;confiscar
negativo;confiscar
tristeza;confiscar
negativo;confiscación
ira;conflagración
miedo;conflagración
negativo;conflagración
ira;conflicto
miedo;conflicto
negativo;conflicto
tristeza;conflicto
negativo;contradictorio
positivo;conformidad
confianza;conformidad
negativo;confundir
negativo;aturdido
ira;confrontar
negativo;confundir
ira;confusión
miedo;confusión
negativo;confusión
positivo;agradable
negativo;congestión
confianza;conglomerado
alegría;congratulatorio
positivo;congratulatorio
positivo;congregación
confianza;congregación
desagrado;congreso
confianza;congreso
confianza;congresista
positivo;congruencia
confianza;congruencia
anticipacion;conjetura
anticipacion;conjurar
sorpresa;conjurar
negativo;prestidigitación
confianza;conectivo
alegría;conocedor
positivo;conocedor
confianza;conocedor
ira;conquista
miedo;conquista
negativo;conquista
positivo;conciencia
confianza;conciencia
positivo;concienzudo
confianza;concienzudo
positivo;conciencia
anticipacion;consagración
alegría;consagración
positivo;consagración
tristeza;consagración
confianza;consagración
anticipacion;consiguiente
anticipacion;conservación
positivo;conservación
